Codigo do Termo;Termo
72887753;PROTESE FEMURAL PARA QUADRIL - 30.01.14 Centralizador distal 14 mm
72887761;PROTESE FEMURAL PARA QUADRIL - 30.01.16 Centralizador distal 16 mm
72887770;PROTESE FEMURAL PARA QUADRIL - 30.01.18 Centralizador distal 18 mm
72887788;PROTESE FEMURAL PARA QUADRIL - 01.00351.012 Centralizador distal cimentado MS-30 cone 10/12
72887796;PROTESE FEMURAL PARA QUADRIL - 01.00351.014 Centralizador distal cimentado MS-30 cone 10/14
72887800;PROTESE FEMURAL PARA QUADRIL - 01.00351.214 Centralizador distal cimentado MS-30 cone 12/14
72887818;PROTESE FEMURAL PARA QUADRIL - 01.00351.216 Centralizador distal cimentado MS-30 cone 12/16
72887826;PROTESE FEMURAL PARA QUADRIL - 01.00351.416 Centralizador distal cimentado MS-30 cone 14/16
72887834;PROTESE FEMURAL PARA QUADRIL - 01.00351.418 Centralizador distal cimentado MS-30 cone 14/18
72887842;PROTESE FEMURAL PARA QUADRIL - 01.00351.618 Centralizador distal cimentado MS-30 cone 16/18
72887850;PROTESE FEMURAL PARA QUADRIL - 01.00351.620 Centralizador distal cimentado MS-30 cone 16/20
72887869;PROTESE FEMURAL PARA QUADRIL - 01.00356.008 Centralizador distal cimentado MS-30 cone 6/8
72887877;PROTESE FEMURAL PARA QUADRIL - 01.00356.010 Centralizador distal cimentado MS-30 cone 6/10 5
72887885;PROTESE FEMURAL PARA QUADRIL - 01.00358.010 Centralizador distal cimentado MS-30 cone 8/10
72887893;PROTESE FEMURAL PARA QUADRIL - 01.00358.012 Centralizador distal cimentado MS-30 cone 8/12
72887907;PROTESE FEMURAL PARA QUADRIL - 30.00.49-060 Haste Femoral
72887915;PROTESE FEMURAL PARA QUADRIL - 30.00.49-080 Haste Femoral
72887923;PROTESE FEMURAL PARA QUADRIL - 30.00.49-100 Haste Femoral
72887931;PROTESE FEMURAL PARA QUADRIL - 30.00.49-120 Haste Femoral
72887940;PROTESE FEMURAL PARA QUADRIL - 30.00.49-140 Haste Femoral
72887958;PROTESE FEMURAL PARA QUADRIL - 30.00.49-160 Haste Femoral
72887966;PROTESE FEMURAL PARA QUADRIL - 01.00351.001 Haste Femoral
72887974;PROTESE FEMURAL PARA QUADRIL - 01.00351.002 Haste Femoral
72887982;PROTESE FEMURAL PARA QUADRIL - 01.00351.003 Haste Femoral
72887990;PROTESE FEMURAL PARA QUADRIL - 01.00351.004 Haste Femoral
72888008;PROTESE FEMURAL PARA QUADRIL - 01.00351.005 Haste Femoral
72888016;PROTESE FEMURAL PARA QUADRIL - 01.00351.006 Haste Femoral
72888067;PROTESE ACETABULAR DE QUADRIL METALICA
72888075;PROTESE ACETABULAR DE QUADRIL METALICA - 100024542
72888083;PROTESE ACETABULAR DE QUADRIL METALICA - 100024544
72888091;PROTESE ACETABULAR DE QUADRIL METALICA - 100024546
72888105;PROTESE ACETABULAR DE QUADRIL METALICA - 100024548
72888113;PROTESE ACETABULAR DE QUADRIL METALICA - 100024550
72888121;PROTESE ACETABULAR DE QUADRIL METALICA - 100024552
72888130;PROTESE ACETABULAR DE QUADRIL METALICA - 100024554
72888148;PROTESE ACETABULAR DE QUADRIL METALICA - 100024556
72888156;PROTESE ACETABULAR DE QUADRIL METALICA - 100024558
72888164;PROTESE ACETABULAR DE QUADRIL METALICA - 100024560
72888172;PROTESE ACETABULAR DE QUADRIL METALICA - 100024562
72888180;PROTESE ACETABULAR DE QUADRIL METALICA - 100024564
72888199;PROTESE ACETABULAR DE QUADRIL METALICA - 100024566
72888202;PROTESE ACETABULAR DE QUADRIL METALICA - 100024568
72888210;PROTESE ACETABULAR DE QUADRIL METALICA - 97.36.49
72888229;PROTESE ACETABULAR DE QUADRIL METALICA - 97.38.49
72888237;PROTESE ACETABULAR DE QUADRIL METALICA - 100191140
72888245;PROTESE ACETABULAR DE QUADRIL METALICA - 97.42.49
72888253;PROTESE ACETABULAR DE QUADRIL METALICA - 100191144
72888261;PROTESE ACETABULAR DE QUADRIL METALICA - 97.46.49
72888270;PROTESE ACETABULAR DE QUADRIL METALICA - 97.48.49
72888288;PROTESE ACETABULAR DE QUADRIL METALICA - 100191150
72888296;PROTESE ACETABULAR DE QUADRIL METALICA - 97.52.49
72888300;PROTESE ACETABULAR DE QUADRIL METALICA - 97.54.49
72888318;PROTESE ACETABULAR DE QUADRIL METALICA - 100191156
72888326;PROTESE ACETABULAR DE QUADRIL METALICA - 97.58.49
72888334;PROTESE ACETABULAR DE QUADRIL METALICA - 94.44.29
72888342;PROTESE ACETABULAR DE QUADRIL METALICA - 94.50.29
72888350;PROTESE ACETABULAR DE QUADRIL METALICA - 94.44.39
72888369;PROTESE ACETABULAR DE QUADRIL METALICA - 94.50.39
72888377;PROTESE ACETABULAR DE QUADRIL METALICA - 100191162
72888385;PROTESE ACETABULAR DE QUADRIL METALICA - 100191240
72888393;PROTESE ACETABULAR DE QUADRIL METALICA - 100191244
72888407;PROTESE ACETABULAR DE QUADRIL METALICA - 100191250
72888415;PROTESE ACETABULAR DE QUADRIL METALICA - 100191256
72888423;PROTESE ACETABULAR DE QUADRIL METALICA - 100191262
72888431;Haste de Revisão REVITAN
72888440;Haste de Revisão REVITAN - 100402055
72888458;Haste de Revisão REVITAN - 100402065
72888466;Haste de Revisão REVITAN - 100402075
72888474;Haste de Revisão REVITAN - 100402085
72888482;Haste de Revisão REVITAN - 100402095
72888490;Haste de Revisão REVITAN - 100402105
72888504;Haste de Revisão REVITAN - 100401055
72888512;Haste de Revisão REVITAN - 100401065
72888520;Haste de Revisão REVITAN - 100401075
72888539;Haste de Revisão REVITAN - 100401085
72888547;Haste de Revisão REVITAN - 100401095
72888555;Haste de Revisão REVITAN - 100401105
72888563;Haste de Revisão REVITAN - 100406114
72888571;Haste de Revisão REVITAN - 100406116
72888580;Haste de Revisão REVITAN - 100406118
72888598;Haste de Revisão REVITAN - 100406120
72888601;Haste de Revisão REVITAN - 100406122
72888610;Haste de Revisão REVITAN - 100406124
72888628;Haste de Revisão REVITAN - 100406214
72888636;Haste de Revisão REVITAN - 100406216
72888644;Haste de Revisão REVITAN - 100406218
72888652;Haste de Revisão REVITAN - 100406220
72888660;Haste de Revisão REVITAN - 100406222
72888679;Haste de Revisão REVITAN - 100406224
72888687;Haste de Revisão REVITAN - 100406226
72888695;Haste de Revisão REVITAN - 100406228
72888709;Haste de Revisão REVITAN - 100406316
72888717;Haste de Revisão REVITAN - 100406318
72888725;Haste de Revisão REVITAN - 100406320
72888733;Haste de Revisão REVITAN - 100406322
72888741;Haste de Revisão REVITAN - 100406324
72888750;Haste de Revisão REVITAN - 100406326
72888768;Haste de Revisão REVITAN - 100406328
72888776;Haste de Revisão REVITAN - 100405014
72888784;Haste de Revisão REVITAN - 100405114
72888792;Haste de Revisão REVITAN - 100405116
72888806;Haste de Revisão REVITAN - 100405118
72888814;Haste de Revisão REVITAN - 100405120
72888822;Haste de Revisão REVITAN - 100405122
72888830;Haste de Revisão REVITAN - 100405124
72888849;Haste de Revisão REVITAN - 100405214
72888857;Haste de Revisão REVITAN - 100405216
72888865;Haste de Revisão REVITAN - 100405218
72888873;Haste de Revisão REVITAN - 100405220
72888881;Haste de Revisão REVITAN - 100405222
72888890;Haste de Revisão REVITAN - 100405224
72888903;Haste de Revisão REVITAN - 100405226
72888911;Haste de Revisão REVITAN - 100405228
72888920;Haste de Revisão REVITAN - 100405316
72888938;Haste de Revisão REVITAN - 100405318
72888946;Haste de Revisão REVITAN - 100405320
72888954;Haste de Revisão REVITAN - 100405322
72888962;Haste de Revisão REVITAN - 100405324
72888970;Haste de Revisão REVITAN - 100405326
72888989;Haste de Revisão REVITAN - 100405328
72888997;Haste de Revisão REVITAN - 100405000
72889004;Acétabulo alfa durasul
72889012;Acétabulo alfa durasul - 100013004
72889020;Acétabulo alfa durasul - 100013205
72889039;Acétabulo alfa durasul - 100013206
72889047;Acétabulo alfa durasul - 100013207
72889055;Acétabulo alfa durasul - 100013208
72889063;Acétabulo alfa durasul - 100013209
72889071;Acétabulo alfa durasul - 100013210
72889080;Acétabulo alfa durasul - 100013211
72889098;Acétabulo alfa durasul - 100013212
72889101;Acétabulo alfa durasul - 100013213
72889110;Acétabulo alfa durasul - 100013214
72889128;Acétabulo alfa durasul - 100013215
72889136;Acétabulo alfa durasul - 100013216
72889144;Acétabulo alfa durasul - 100013217
72889152;Acétabulo alfa durasul - 100013218
72889160;Acétabulo alfa durasul - 100013219
72889179;Acétabulo alfa durasul - 100013220
72889187;Acétabulo alfa durasul - 100013407
72889195;Acétabulo alfa durasul - 100013408
72889209;Acétabulo alfa durasul - 100013409
72889217;Acétabulo alfa durasul - 100013410
72889225;Acétabulo alfa durasul - 100013411
72889233;Acétabulo alfa durasul - 100013412
72889241;Acétabulo alfa durasul - 100013413
72889250;Acétabulo alfa durasul - 100013414
72889268;Acétabulo alfa durasul - 100013415
72889276;Acétabulo alfa durasul - 100013416
72889284;Acétabulo alfa durasul - 100013417
72889292;Acétabulo alfa durasul - 100013418
72889306;Acétabulo alfa durasul - 100013419
72889314;Acétabulo alfa durasul - 100013420
72889322;Acétabulo alfa durasul - 100013709
72889330;Acétabulo alfa durasul - 100013710
72889349;Acétabulo alfa durasul - 100013711
72889357;Acétabulo alfa durasul - 100013712
72889365;Acétabulo alfa durasul - 100013713
72889373;Acétabulo alfa durasul - 100013714
72889381;Acétabulo alfa durasul - 100013715
72889390;Acétabulo alfa durasul - 100013716
72889403;Acétabulo alfa durasul - 100013717
72889411;Acétabulo alfa durasul - 100013718
72889420;Acétabulo alfa durasul - 100013719
72889438;Acétabulo alfa durasul - 100013720
72889446;Acétabulo alfa durasul - 100013104
72889454;Acétabulo alfa durasul - 100013305
72889462;Acétabulo alfa durasul - 100013306
72889470;Acétabulo alfa durasul - 100013307
72889489;Acétabulo alfa durasul - 100013308
72889497;Acétabulo alfa durasul - 100013309
72889500;Acétabulo alfa durasul - 100013310
72889519;Acétabulo alfa durasul - 100013311
72889527;Acétabulo alfa durasul - 100013312
72889535;Acétabulo alfa durasul - 100013313
72889543;Acétabulo alfa durasul - 100013314
72889551;Acétabulo alfa durasul - 100013315
72889560;Acétabulo alfa durasul - 100013316
72889578;Acétabulo alfa durasul - 100013317
72889586;Acétabulo alfa durasul - 100013318
72889594;Acétabulo alfa durasul - 100013319
72889608;Acétabulo alfa durasul - 100013320
72889616;Acétabulo alfa durasul - 100013508
72889624;Acétabulo alfa durasul - 100013509
72889632;Acétabulo alfa durasul - 100013510
72889640;Acétabulo alfa durasul - 100013511
72889659;Acétabulo alfa durasul - 100013512
72889667;Acétabulo alfa durasul - 100013513
72889675;Acétabulo alfa durasul - 100013514
72889683;Acétabulo alfa durasul - 100013515
72889691;Acétabulo alfa durasul - 100013516
72889705;Acétabulo alfa durasul - 100013517
72889713;Acétabulo alfa durasul - 100013518
72889721;Acétabulo alfa durasul - 100013519
72889730;Acétabulo alfa durasul - 100013520
72889748;CABEÇA DE CERÂMICA
72889756;CABEÇA DE CERÂMICA - 00-8775-028-01 Cabeça BioloxDelta, 12/14, 28 x -3,5
72889764;CABEÇA DE CERÂMICA - 00-8775-028-02 Cabeça BioloxDelta, 12/14, 28 x 0
72889772;CABEÇA DE CERÂMICA - 00-8775-028-03 Cabeça BioloxDelta, 12/14, 28 x +3,5
72889780;CABEÇA DE CERÂMICA - 00-8775-032-01 Cabeça BioloxDelta, 12/14, 32 x -3,5
72889799;CABEÇA DE CERÂMICA - 00-8775-032-02 Cabeça BioloxDelta, 12/14, 32 x 0
72889802;CABEÇA DE CERÂMICA - 00-8775-032-03 Cabeça BioloxDelta, 12/14, 32 x +3,5
72889810;CABEÇA DE CERÂMICA - 00-8775-032-04 Cabeça BioloxDelta, 12/14, 32 x +7
72889829;CABEÇA DE CERÂMICA - 00-8775-036-01 Cabeça BioloxDelta, 12/14, 36 x -3,5
72889837;CABEÇA DE CERÂMICA - 00-8775-036-02 Cabeça BioloxDelta, 12/14, 36 x 0
72889845;CABEÇA DE CERÂMICA - 00-8775-036-03 Cabeça BioloxDelta, 12/14, 36 x +3,5
72889853;CABEÇA DE CERÂMICA - 00-8775-036-04 Cabeça BioloxDelta, 12/14, 36 x +7
72889861;CABEÇA DE CERÂMICA - 00-8775-040-01 Cabeça BioloxDelta, 12/14, 40 x -3,5
72889870;CABEÇA DE CERÂMICA - 00-8775-040-02 Cabeça BioloxDelta, 12/14, 40 x 0
72889888;CABEÇA DE CERÂMICA - 00-8775-040-03 Cabeça BioloxDelta, 12/14, 40 x +3,5
72889896;CABEÇA DE CERÂMICA - 00-8775-040-04 Cabeça BioloxDelta, 12/14, 40 x +7
72889900;CABEÇA DE CERÂMICA - 00-8777-028-01 Cabeça/Adaptador BioloxOPTION, 12/14, 28 x -3,0
72889918;CABEÇA DE CERÂMICA - 00-8777-028-02 Cabeça/Adaptador BioloxOPTION, 12/14, 28 x 0
72889926;CABEÇA DE CERÂMICA - 00-8777-028-03 Cabeça/Adaptador BioloxOPTION, 12/14, 28 x +3,5
72889934;CABEÇA DE CERÂMICA - 00-8777-028-04 Cabeça/Adaptador BioloxOPTION, 12/14, 28 x +7
72889942;CABEÇA DE CERÂMICA - 00-8777-032-01 Cabeça/Adaptador BioloxOPTION, 12/14, 32 x -3,0
72889950;CABEÇA DE CERÂMICA - 00-8777-032-02 Cabeça/Adaptador BioloxOPTION, 12/14, 32 x 0
72889969;CABEÇA DE CERÂMICA - 00-8777-032-03 Cabeça/Adaptador BioloxOPTION, 12/14, 32 x +3,5
72889977;CABEÇA DE CERÂMICA - 00-8777-032-04 Cabeça/Adaptador BioloxOPTION, 12/14, 32 x +7
72889985;CABEÇA DE CERÂMICA - 00-8777-036-01 Cabeça/Adaptador BioloxOPTION, 12/14, 36 x -3,0
72889993;CABEÇA DE CERÂMICA - 00-8777-036-02 Cabeça/Adaptador BioloxOPTION, 12/14, 36 x 0
72890002;CABEÇA DE CERÂMICA - 00-8777-036-03 Cabeça/Adaptador BioloxOPTION, 12/14, 36 x +3,5
72890010;CABEÇA DE CERÂMICA - 00-8777-036-04 Cabeça/Adaptador BioloxOPTION, 12/14, 36 x +7
72890029;CABEÇA DE CERÂMICA - 00-8777-040-01 Cabeça/Adaptador BioloxOPTION, 12/14, 40 x -3,0
72890037;CABEÇA DE CERÂMICA - 00-8777-040-02 Cabeça/Adaptador BioloxOPTION, 12/14, 40 x 0
72890045;CABEÇA DE CERÂMICA - 00-8777-040-03 Cabeça/Adaptador BioloxOPTION, 12/14, 40 x +3,5
72890053;CABEÇA DE CERÂMICA - 00-8777-040-04 Cabeça/Adaptador BioloxOPTION, 12/14, 40 x +7
72890061;CABEÇA DE CERÂMICA - 17.28.05 Cabeça Sulox 28,P 12/14
72890070;CABEÇA DE CERÂMICA - 17.28.06 Cabeça Sulox 28,M 12/14
72890088;CABEÇA DE CERÂMICA - 17.28.07 Cabeça Sulox 28,G 12/14
72890096;CABEÇA DE CERÂMICA - 17.32.05 Cabeça Sulox 32,P 12/14
72890100;CABEÇA DE CERÂMICA - 17.32.06 Cabeça Sulox 32,M 12/14
72890118;CABEÇA DE CERÂMICA - 17.32.07 Cabeça Sulox 32,G 12/14.
72890126;HASTE FITMORE
72890134;HASTE FITMORE - 100551101
72890142;HASTE FITMORE - 100551102
72890150;HASTE FITMORE - 100551103
72890169;HASTE FITMORE - 100551104
72890177;HASTE FITMORE - 100551105
72890185;HASTE FITMORE - 100551106
72890193;HASTE FITMORE - 100551107
72890207;HASTE FITMORE - 100551108
72890215;HASTE FITMORE - 100551109
72890223;HASTE FITMORE - 100551110
72890231;HASTE FITMORE - 100551111
72890240;HASTE FITMORE - 100551112
72890258;HASTE FITMORE - 100551113
72890266;HASTE FITMORE - 100551114
72890274;HASTE FITMORE - 100551201
72890282;HASTE FITMORE - 100551202
72890290;HASTE FITMORE - 100551203
72890304;HASTE FITMORE - 100551204
72890312;HASTE FITMORE - 100551205
72890320;HASTE FITMORE - 100551206
72890339;HASTE FITMORE - 100551207
72890347;HASTE FITMORE - 100551208
72890355;HASTE FITMORE - 100551209
72890363;HASTE FITMORE - 100551210
72890371;HASTE FITMORE - 100551211
72890380;HASTE FITMORE - 100551212
72890398;HASTE FITMORE - 100551213
72890401;HASTE FITMORE - 100551214
72890410;HASTE FITMORE - 100551301
72890428;HASTE FITMORE - 100551302
72890436;HASTE FITMORE - 100551303
72890444;HASTE FITMORE - 100551304
72890452;HASTE FITMORE - 100551305
72890460;HASTE FITMORE - 100551306
72890479;HASTE FITMORE - 100551307
72890487;HASTE FITMORE - 100551308
72890495;HASTE FITMORE - 100551309
72890509;HASTE FITMORE - 100551310
72890517;HASTE FITMORE - 100551311
72890525;HASTE FITMORE - 100551312
72890533;HASTE FITMORE - 100551313
72890541;HASTE FITMORE - 100551314
72890550;HASTE FITMORE - 100551401
72890568;HASTE FITMORE - 100551402
72890576;HASTE FITMORE - 100551403
72890584;HASTE FITMORE - 100551404
72890592;HASTE FITMORE - 100551405
72890606;HASTE FITMORE - 100551406
72890614;HASTE FITMORE - 100551407
72890622;HASTE FITMORE - 100551408
72890630;HASTE FITMORE - 100551409
72890649;HASTE FITMORE - 100551410
72890657;HASTE FITMORE - 100551411
72890665;HASTE FITMORE - 100551412
72890673;HASTE FITMORE - 100551413
72890681;HASTE FITMORE - 100551414
72890690;CABEÇA PROTASUL
72890703;CABEÇA PROTASUL - 101012368
72890711;CABEÇA PROTASUL - 101012384
72890720;CABEÇA PROTASUL - 101012385
72890738;CABEÇA PROTASUL - 101012386
72890746;CABEÇA PROTASUL - 101012387
72890754;CABEÇA PROTASUL - 101012388
72890762;CABEÇA PROTASUL - 101012405
72890770;CABEÇA PROTASUL - 101012406
72890789;CABEÇA PROTASUL - 101012407
72890797;CABEÇA PROTASUL - 101012408
72890800;CABEÇA PROTASUL - 30.22.05
72890819;CABEÇA PROTASUL - 30.22.06
72890827;CABEÇA PROTASUL - 30.22.07
72890835;CABEÇA PROTASUL - 30.28.05
72890843;CABEÇA PROTASUL - 30.28.06
72890851;CABEÇA PROTASUL - 30.28.07
72890860;CABEÇA PROTASUL - 30.32.05
72890878;CABEÇA PROTASUL - 30.32.06
72890886;CABEÇA PROTASUL - 30.32.07
72890894;CABEÇA PROTASUL - 14.28.05-20
72890908;CABEÇA PROTASUL - 14.28.06-20
72890916;CABEÇA PROTASUL - 14.28.07-20
72890924;CABEÇA PROTASUL - 101012288
72890932;CABEÇA PROTASUL - 14.32.05-20
72890940;CABEÇA PROTASUL - 14.32.06-20
72890959;CABEÇA PROTASUL - 14.32.07-20
72890967;CABEÇA PROTASUL - 101012328
72890975;CABEÇA PROTASUL - 101012365
72890983;CABEÇA PROTASUL - 101012366
72890991;CABEÇA PROTASUL - 101012367
72891009;CONCHA ACETABULAR ALLOFIT it
72891017;CONCHA ACETABULAR ALLOFIT it - 00-8755-042-00-Allofit IT
72891025;CONCHA ACETABULAR ALLOFIT it - 00-8755-044-00-Allofit IT
72891033;CONCHA ACETABULAR ALLOFIT it - 00-8755-046-00-Allofit IT
72891041;CONCHA ACETABULAR ALLOFIT it - 00-8755-048-00-Allofit IT
72891050;CONCHA ACETABULAR ALLOFIT it - 00-8755-050-00-Allofit IT
72891068;CONCHA ACETABULAR ALLOFIT it - 00-8755-052-00-Allofit IT
72891076;CONCHA ACETABULAR ALLOFIT it - 00-8755-054-00-Allofit IT
72891084;CONCHA ACETABULAR ALLOFIT it - 00-8755-056-00-Allofit IT
72891092;CONCHA ACETABULAR ALLOFIT it - 00-8755-058-00-Allofit IT
72891106;CONCHA ACETABULAR ALLOFIT it - 00-8755-060-00-Allofit IT
72891114;CONCHA ACETABULAR ALLOFIT it - 00-8755-062-00-Allofit IT
72891122;CONCHA ACETABULAR ALLOFIT it - 00-8755-064-00-Allofit IT
72891130;CONCHA ACETABULAR ALLOFIT it - 00-8755-066-00-Allofit IT
72891149;CONCHA ACETABULAR ALLOFIT it - 00-8755-068-00-Allofit IT
72891157;CONCHA ACETABULAR ALLOFIT it - 00-8755-070-00-Allofit IT
72891165;CONCHA ACETABULAR ALLOFIT it - 00-8755-072-00-Allofit IT
72891173;CONCHA ACETABULAR ALLOFIT it - 00-8755-074-00-Allofit IT
72891181;CONCHA ACETABULAR ALLOFIT it - 00-8755-042-02-Allofit – S IT
72891190;CONCHA ACETABULAR ALLOFIT it - 00-8755-044-02-Allofit – S IT
72891203;CONCHA ACETABULAR ALLOFIT it - 00-8755-046-02-Allofit – S IT
72891211;CONCHA ACETABULAR ALLOFIT it - 00-8755-048-02-Allofit – S IT
72891220;CONCHA ACETABULAR ALLOFIT it - 00-8755-050-02-Allofit – S IT
72891238;CONCHA ACETABULAR ALLOFIT it - 00-8755-052-02-Allofit – S IT
72891246;CONCHA ACETABULAR ALLOFIT it - 00-8755-054-02-Allofit – S IT
72891254;CONCHA ACETABULAR ALLOFIT it - 00-8755-056-02-Allofit – S IT
72891262;CONCHA ACETABULAR ALLOFIT it - 00-8755-058-02-Allofit – S IT
72891270;CONCHA ACETABULAR ALLOFIT it - 00-8755-060-02-Allofit – S IT
72891289;CONCHA ACETABULAR ALLOFIT it - 00-8755-062-02-Allofit – S IT
72891297;CONCHA ACETABULAR ALLOFIT it - 00-8755-064-02-Allofit – S IT
72891300;CONCHA ACETABULAR ALLOFIT it - 00-8755-066-02-Allofit – S IT
72891319;CONCHA ACETABULAR ALLOFIT it - 00-8755-068-02-Allofit – S IT
72891327;CONCHA ACETABULAR ALLOFIT it - 00-8755-070-02-Allofit – S IT
72891335;CONCHA ACETABULAR ALLOFIT it - 00-8755-072-02-Allofit – S IT
72891343;CONCHA ACETABULAR ALLOFIT it - 00-8755-074-02-Allofit – S IT
72891351;CONCHA ACETABULAR ALLOFIT it - 01.00004.000-Allofit – S IT
72891360;CONCHA ACETABULAR ALLOFIT it - 01.00464.001-Allofit – S IT
72891378;LINER DE CERÂMICA
72891386;LINER DE CERÂMICA - 00 - 8775 – 007 - 28 Liner Biolox Delta FF 28 28 mm 46 mm
72891394;LINER DE CERÂMICA - 00 - 8775 – 008 - 28 Liner Biolox Delta GG 28 28 mm 48 mm
72891408;LINER DE CERÂMICA - 00 - 8775 – 006 - 28 Liner Biolox Delta EE 28 28 mm 44 mm
72891416;LINER DE CERÂMICA - 00 – 8775 – 008 - 32 Liner Biolox Delta GG 32 32 mm 48 mm
72891424;LINER DE CERÂMICA - 00 - 8775 – 009 - 28 Liner Biolox Delta HH 28 28 mm 50 mm
72891432;LINER DE CERÂMICA - 00 – 8775 – 009 - 32 Liner Biolox Delta HH 32 32 mm 50 mm
72891440;LINER DE CERÂMICA - 00 – 8775 – 010 - 32 Liner Biolox Delta II 32 32 mm 52 mm
72891459;LINER DE CERÂMICA - 00 – 8775 – 010 – 36 Liner Biolox Delta II 36 36 mm 52 mm
72891467;LINER DE CERÂMICA - 00 – 8775 – 011 - 32 Liner Biolox Delta JJ 32 32 mm 54 mm
72891475;LINER DE CERÂMICA - 00 – 8775 – 011 – 36 Liner Biolox Delta JJ 36 36 mm 54 mm
72891483;LINER DE CERÂMICA - 00 – 8775 – 012 – 36 Liner Biolox Delta KK 36 36 mm 56 mm
72891491;LINER DE CERÂMICA - 00 – 8775 – 012 – 40 Liner Biolox Delta KK 40 40 mm 56 mm
72891505;LINER DE CERÂMICA - 00 – 8775 – 013 – 36 Liner Biolox Delta LL 36 36 mm 58 mm
72891513;LINER DE CERÂMICA - 00 – 8775 – 013 – 40 Liner Biolox Delta LL 40 40 mm 58 mm
72891521;LINER DE CERÂMICA - 00 – 8775 – 014 – 36 Liner Biolox Delta MM 36 36 mm 60 mm
72891530;LINER DE CERÂMICA - 00 – 8775 – 014 – 40 Liner Biolox Delta MM 40 40 mm 60 mm
72891548;LINER DE CERÂMICA - 00 – 8775 – 015 – 36 Liner Biolox Delta NN 36 36 mm 62 mm
72891556;LINER DE CERÂMICA - 00 – 8775 – 016 – 36 Liner Biolox Delta OO 36 36 mm 64 mm
72891564;LINER DE CERÂMICA - 00 – 8775 – 017 – 36 Liner Biolox Delta PP 36 36 mm 66 mm
72891572;LINER DE CERÂMICA - 00 – 8775 – 018 – 36 Liner Biolox Delta QU 36 36 mm 68 mm
72891580;LINER DE CERÂMICA - 00 – 8775 – 019 – 36 Liner Biolox Delta RR 36 36 mm 70 mm
72891599;LINER DE CERÂMICA - 00 – 8775 – 020 – 36 Liner Biolox Delta SS 36 36 mm 72 mm
72891602;LINER DE CERÂMICA - 00 – 8775 – 021 – 36 Liner Biolox Delta TT 36 36 mm 74 mm
72891610;LINER DE CERÂMICA - 00 – 8775 – 015 – 40 Liner Biolox Delta NN 40 40 mm 64 mm
72891629;LINER DE CERÂMICA - 00 – 8775 – 016 – 40 Liner Biolox Delta OO 40 40 mm 66 mm
72891637;LINER DE CERÂMICA - 00 – 8775 – 017 – 40 Liner Biolox Delta PP 40 40 mm 68 mm
72891645;LINER DE CERÂMICA - 00 – 8775 – 018 – 40 Liner Biolox Delta QU 40 40 mm 70 mm
72891653;LINER DE CERÂMICA - 00 – 8775 – 019 – 40 Liner Biolox Delta RR 40 40 mm 72 mm
72891661;LINER DE CERÂMICA - 00 – 8775 – 020 – 40 Liner Biolox Delta SS 40 40 mm 74 mm
72891670;LINER DE CERÂMICA - 00 – 8775 – 021 – 40 Liner Biolox Delta TT 40 40 mm 76 mm
72891688;LINER DE CERÂMICA - 00 – 8775 – 022 – 40 Liner Biolox Delta UU 40 40 mm 78 mm
72891696;LINER DE CERÂMICA - 00 – 8775 – 023 - 40 Liner Biolox Delta VV 40 40 mm 80 mm
72891700;Hastes Modulares Cimentadas para Quadril
72891718;Hastes Modulares Cimentadas para Quadril - 01.06010.201: Haste Cimentada Padrão Avenir 1 Cone 12/14
72891726;Hastes Modulares Cimentadas para Quadril - 01.06010.202: Haste Cimentada Padrão Avenir 2 Cone 12/14
72891734;Hastes Modulares Cimentadas para Quadril - 01.06010.203: Haste Cimentada Padrão Avenir 3 Cone 12/14
72891742;Hastes Modulares Cimentadas para Quadril - 01.06010.204: Haste Cimentada Padrão Avenir 4 Cone 12/14
72891750;Hastes Modulares Cimentadas para Quadril - 01.06010.205: Haste Cimentada Padrão Avenir 5 Cone 12/14
72891769;Hastes Modulares Cimentadas para Quadril - 01.06010.206: Haste Cimentada Padrão Avenir 6 Cone 12/14
72891777;Hastes Modulares Cimentadas para Quadril - 01.06010.207: Haste Cimentada Padrão Avenir 7 Cone 12/14
72891785;Hastes Modulares Cimentadas para Quadril - 01.06010.208: Haste Cimentada Padrão Avenir 8 Cone 12/14
72891793;Hastes Modulares Cimentadas para Quadril - 01.06010.209: Haste Cimentada Padrão Avenir 9 Cone 12/14
72891807;Hastes Modulares Cimentadas para Quadril - 01.06010.301: Haste Cimentada Lateral Avenir 1 Cone 12/14
72891815;Hastes Modulares Cimentadas para Quadril - 01.06010.302: Haste Cimentada Lateral Avenir 2 Cone 12/14
72891823;Hastes Modulares Cimentadas para Quadril - 01.06010.303: Haste Cimentada Lateral Avenir 3 Cone 12/14
72891831;Hastes Modulares Cimentadas para Quadril - 01.06010.304: Haste Cimentada Lateral Avenir 4 Cone 12/14
72891840;Hastes Modulares Cimentadas para Quadril - 01.06010.305: Haste Cimentada Lateral Avenir 5 Cone 12/14
72891858;Hastes Modulares Cimentadas para Quadril - 01.06010.306: Haste Cimentada Lateral Avenir 6 Cone 12/14
72891866;Hastes Modulares Cimentadas para Quadril - 01.06010.307: Haste Cimentada Lateral Avenir 7 Cone 12/14
72891874;Hastes Modulares Cimentadas para Quadril - 01.06010.308: Haste Cimentada Lateral Avenir 8 Cone 12/14
72891882;Hastes Modulares Cimentadas para Quadril - 01.06010.309: Haste Cimentada Lateral Avenir 9 Cone 12/14
