Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90260112;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS OPC X 60;INSTITUTO VITAL BRAZIL S/A;2013-12-01;;2014-08-31;1040701040011
90260120;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS OPC X 30;INSTITUTO VITAL BRAZIL S/A;2013-12-01;;2014-08-31;1040701040046
90170911;GLIVEC;100 MG COM REV CT BL AL PVC/PE/PVDC X 60;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006801740074
90170938;GLIVEC;400 MG COM REV CT BL AL PVC/PE/PVDC X 30;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006801740082
90170920;GLIVEC;400 MG COM REV CT BL AL/AL X 30;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006801740090
90429443;LEUPHILA;100 MG COM REV CT BL AL PLAS OPC X 60;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2019-06-01;;2019-08-31;1677304700012
90429451;LEUPHILA;400 MG COM REV CT BL AL PLAS OPC X 30;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2019-06-01;;2019-08-31;1677304700039
90418913;GLIMATIN;100 MG COM REV CT BL AL PLAS OPC X 60 ;EMS S/A;2019-03-01;;2019-05-31;1023511640018
90389921;GLIMATIN;400 MG COM REV CT BL AL PLAS OPC X 30 ;EMS S/A;2018-01-01;;2018-03-31;1023511640034
90419430;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS OPC X 30;EMS S/A;2019-03-01;;2019-05-31;1023510800038
90419448;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS OPC X 60;EMS S/A;2019-03-01;;2019-05-31;1023510800011
90287118;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS TRANS X 60;FUNDAÇÃO OSWALDO CRUZ;2013-12-01;;2014-08-31;1106301320021
90287126;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS TRANS X 200 (EMB HOSP);FUNDAÇÃO OSWALDO CRUZ;2013-12-01;;2014-08-31;1106301320031
90287134;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS TRANS X 600 (EMB HOSP);FUNDAÇÃO OSWALDO CRUZ;2013-12-01;;2014-08-31;1106301320048
90287142;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS TRANS X 30;FUNDAÇÃO OSWALDO CRUZ;2013-12-01;;2014-08-31;1106301320056
90287150;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS TRANS X 60;FUNDAÇÃO OSWALDO CRUZ;2013-12-01;;2014-08-31;1106301320064
90366166;LENVIMA;10 MG CAP DURA CT BL AL AL X 10;EISAI LABORATÓRIOS LTDA;2017-04-10;;2017-07-09;1731000030015
90366174;LENVIMA;10 MG CAP DURA CT BL AL AL X 20;EISAI LABORATÓRIOS LTDA;2017-04-10;;2017-07-09;1731000030023
90366204;LENVIMA;4 MG CAP DURA CT BL AL AL X 20;EISAI LABORATÓRIOS LTDA;2017-04-10;;2017-07-09;1731000030041
90366190;LENVIMA;4 MG CAP DURA CT BL AL AL X 10;EISAI LABORATÓRIOS LTDA;2017-04-10;;2017-07-09;1731000030066
90372948;TAGRISSO;40 MG COM REV CT BL AL AL X 30;ASTRAZENECA DO BRASIL LTDA;2018-01-01;;2018-03-31;1161802540019
90372956;TAGRISSO;80 MG COM REV CT BL AL AL X 30;ASTRAZENECA DO BRASIL LTDA;2018-01-01;;2018-03-31;1161802540027
90020553;MITEXAN;600 MG COM REV CT BL AL PLAS INC X 20;BAXTER HOSPITALAR LTDA;2012-10-10;;2014-08-31;1068301700030
90020537;MITEXAN;100 MG/ML SOL INJ CT 10 AMP VD INC X 4 ML;BAXTER HOSPITALAR LTDA;2012-10-10;;2014-08-31;1068301700014
90020545;MITEXAN;400 MG COM REV CT BL AL PLAS INC X 20;BAXTER HOSPITALAR LTDA;2012-10-10;;2014-08-31;1068301700022
90031989;MESNA;100 MG/ML SOL INJ IV CT 50 AMP VD INC X 4 ML (EMB HOSP);BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700700031
90069544;MESNA;100 MG / ML SOL INJ CT 50 AMP VD INC X 4 ML;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004308000046
90235851;MESNA;100 MG/MLSOL INJ IV CX 10 AMP VD INC X 4 ML (EMB HOSP);NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1140200720016
90027663;NORMASTIG;0,5 MG/ML SOL INJ CT 50 AMP VD INC X 1 ML (EMB. HOSP.);BIOLAB SANUS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1097401750041
90333829;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701340010
90333837;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 3 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701340029
90333845;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 5 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701340037
90333853;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 10 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701340045
90333861;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701340053
90211758;PROSTIGMINE;0,5 MG/ML SOL INJ CX 50 AMP VD INC X 1 ML;VALEANT FARMACÊUTICA DO BRASIL LTDA;2012-10-10;;2014-08-31;1057500430011
90414101;NORMASTIG;0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;2019-03-01;;2019-05-31;1049714060044
90032012;METREXATO;2,5 MG COM CT BL AL PLAS AMB X 24;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700330062
90347951;MTX;100MG/ML SOL INJ CT FA VD TRANS X 10 ML;BLAU FARMACÊUTICA S.A.;2016-10-01;;2016-12-31;1163701370025
90347960;MTX;25MG/ML SOL INJ CT FA VD TRANS X 20 ML;BLAU FARMACÊUTICA S.A.;2016-10-01;;2016-12-31;1163701370017
90373766;METOTREXATO;25MG/ML SOL INJ CT FA VD TRANS X 20 ML;BLAU FARMACÊUTICA S.A.;2018-01-01;;2018-03-31;1163701420014
90373774;METOTREXATO;100MG/ML SOL INJ CT FA VD TRANS X 10 ML;BLAU FARMACÊUTICA S.A.;2018-01-01;;2018-03-31;1163701420022
90130049;LITREXATE;25 MG/ML SOL INJ CT FA VD AMB X 20 ML;LABORATÓRIOS LIBRA DO BRASIL LTDA;2016-01-01;;2016-03-31;1206900100025
90255780;MIANTREX CS;100 MG/ML SOL INJ CT FA PLAS TRANS X 10 ML (REST HOSP).;LABORATÓRIOS PFIZER LTDA;2013-12-01;;2014-08-31;1021601820019
90132866;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 2 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601820035
90132858;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 20 ML(REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601820043
90405544;MIANTREX CS;100 MG/ML SOL INJ CT FA PLAS TRANS X 10 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003770048
90405552;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 2 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003770021
90405560;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 20 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003770031
90144503;FAULDMETRO;100 MG/ML SOL INJ CT FA VD INC X 10 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301370044
90144538;FAULDMETRO;25 MG/ML SOL INJ CT 5 FA VD INC X 2 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301370036
90144546;FAULDMETRO;25 MG/ML SOL INJ CT FA VD INC X 20 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301370028
90144511;FAULDMETRO;100 MG/ML SOL INJ CT FA VD INC X 50 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301370052
90215397;TECNOMET;2,5 MG COM CT 2 BL AL PLAS AMB X 10;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400180074
90203275;TEVAMETHO;25 MG/ML SOL INJ CT FA VD INC X 2 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300020016
90203267;TEVAMETHO;25 MG/ML SOL INJ CT FA VD INC X 20 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300020024
90203259;TEVAMETHO;100 MG/ML SOL INJ CT FA VD INC X 50 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300020040
90203240;TEVAMETHO;100 MG/ML SOL INJ CT FA VD INC X 10 ML ;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300020032
90002423;HYTAS;100 MG/ ML SOL INJ FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700100030
90002440;HYTAS;25 MG/ ML SOL INJ CT FA VD INC X 2 ML ;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700100014
90439309;HYTAS;"100 MG/ ML SOL INJ FA VD INC X 5 ML

";ACCORD FARMACÊUTICA LTDA;2019-10-01;;2019-12-31;1553700100022
90348940;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 10;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2016-10-01;;2016-12-31;1029804320016
90348958;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 20;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2016-10-01;;2016-12-31;1029804320024
90348966;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 30;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2016-10-01;;2016-12-31;1029804320032
90348974;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 40;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2016-10-01;;2016-12-31;1029804320040
90348982;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 50;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2016-10-01;;2016-12-31;1029804320059
90348990;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 500;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2016-10-01;;2016-12-31;1029804320067
90366239;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 10;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2017-04-10;;2017-07-09;1029804300015
90366247;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 20;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2017-04-10;;2017-07-09;1029804300023
90366255;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 30;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2017-04-10;;2017-07-09;1029804300031
90366263;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 40;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2017-04-10;;2017-07-09;1029804300041
90366271;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 50;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2017-04-10;;2017-07-09;1029804300058
90371526;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 500;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;2017-04-10;;2017-07-09;1029804300066
90057961;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS PVDC OPC X 50;EMS S/A;2019-03-01;;2014-08-31;1023508650059
90069560;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS OPC X 50;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004309900016
90306090;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 10;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820012
90306104;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 20;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820020
90306112;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 30;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820039
90306120;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 40;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820047
90306139;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 50 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820055
90306147;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 60 (EMB FRAC);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820071
90306155;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820081
90306163;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 500 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901820063
90252578;MOFILEN;500 MG COM REV CT BL AL/AL X 50;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1006302280019
90184254;CELLCEPT;500 MG COM REV CT BL AL PLAS OPC X 50;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2012-10-10;;2014-08-31;1010005390020
90002458;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS OPC X 50;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700080013
90002466;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS OPC X 500 (EMB HOSP);ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700080021
90304926;MICOFENOLATO DE SODIO;180 MG COM REV CT BL AL/AL X 120 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901680016
90304934;MICOFENOLATO DE SODIO;360 MG COM REV CT BL AL/AL X 120 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;2016-01-01;;2016-03-31;1103901680024
90366280;MICOFENOLATO DE SODIO;180 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);COMANDO DO EXÉRCITO;2017-04-10;;2017-07-09;1120800820041
90366298;MICOFENOLATO DE SODIO;360 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);COMANDO DO EXÉRCITO;2017-04-10;;2017-07-09;1120800820149
90171756;MYFORTIC;180 MG COM REV CT BL AL/AL X 120;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006808970040
90171764;MYFORTIC;360 MG COM REV CT BL AL/AL X 120;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006808970075
90387660;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 20;ACCORD FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1553700430014
90387678;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 50;ACCORD FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1553700430022
90387686;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 100;ACCORD FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1553700430030
90387694;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 120;ACCORD FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1553700430049
90387708;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 250 (EMB HOSP);ACCORD FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1553700430057
90387716;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 500 (EMB HOSP);ACCORD FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1553700430065
90418964;MICOFENOLATO DE SÓDIO;180 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);EMS S/A;2019-03-01;;2019-05-31;1023511310042
90418972;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);EMS S/A;2019-03-01;;2019-05-31;1023511310141
90409760;RYDAPT;25 MG CAP MOLE CT BL AL AL X 112;NOVARTIS BIOCIENCIAS S.A;2019-03-01;;2019-05-31;1006811560011
90035445;MITOCIN;0,5 MG/ML PO LIOF INJ CT FA VD AMB X 10 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1018001220010
90035283;LISODREN;500 MG COM CT FR VD AMB X 100;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1018001190022
90024940;TYSABRI;20 MG/ML SOL INJ CT FA VD INC X 15 ML;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;2016-01-01;;2016-03-31;1699300020018
90395620;THYMOGLOBULINE;25 MG PO LIOF INJ CT FA VD INC;SANOFI-AVENTIS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1130011920010
90414950;TRISENOX;1 MG/ML SOL INJ IV CT 10 AMP VD TRANS X 10 ML;TEVA FARMACÊUTICA LTDA.;2019-03-01;;2019-05-31;1557300370017
90320549;TASIGNA;200 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 112;NOVARTIS BIOCIENCIAS S.A;2019-06-01;;2016-03-31;1006810600077
90354834;TASIGNA;150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 120;NOVARTIS BIOCIENCIAS S.A;2019-06-01;;2016-12-31;1006810600093
90172922;TASIGNA;200 MG CAPGEL DURA CT BL AL/AL X 112;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006810600034
90067193;CIMAHER;50 MG SOL INJ IV CT 4 FA VD INC X 10 ML;EUROFARMA LABORATÓRIOS S.A.;2019-10-01;;2016-03-31;1004310150025
90348729;OPDIVO;100 MG SOL INJ CT 1 FA VD INC X 10 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-10-01;;2016-12-31;1018004080023
90348737;OPDIVO;40 MG SOL INJ CT 1 FA VD INC X 4 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-10-01;;2016-12-31;1018004080015
90387775;SPINRAZA;2.4 MG/ML SOL INJ CT FA VD TRANS X 5 ML;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;2018-01-01;;2018-03-31;1699300080010
90321790;GAZYVA;1000 MG SOL DIL INFS IV CT FA VD TRANS X 40 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2016-01-01;;2016-03-31;1010006600010
90411927;OCREVUS;30 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2019-03-01;;2019-05-31;1010006660013
90384938;ARZERRA;20 MG / ML SOL INJ CT 3 FA VD INC X 5 ML ;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811330014
90384946;ARZERRA;20 MG / ML SOL INJ CT FA VD INC X 50 ML ;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006811330022
90372964;LYNPARZA;50 MG CAP DURA CT FR PLAS OPC X 448;ASTRAZENECA DO BRASIL LTDA;2018-01-01;;2018-03-31;1161802550014
90424166;LYNPARZA COMPRIMIDOS;100 MG COM REV CT BL AL AL X 56;ASTRAZENECA DO BRASIL LTDA;2019-06-01;;2019-08-31;1161802680015
90424174;LYNPARZA COMPRIMIDOS;150 MG COM REV CT BL AL AL X 56;ASTRAZENECA DO BRASIL LTDA;2019-06-01;;2019-08-31;1161802680023
90398815;LARTRUVO;500 MG SOL INJ CT FA VD INC X 50 ML;ELI LILLY DO BRASIL LTDA;2019-03-01;;2019-05-31;1126001970017
90384962;XOLAIR;150 MG SOL INJ CT 1 SER PREENC VD TRANS X 1 ML;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006809830031
90384970;XOLAIR;75 MG SOL INJ CT 1 SER PREENC VD TRANS X 0,5 ML;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006809830048
90409671;XOLAIR;150 MG PO LIOF INJ CT FA VD INC;NOVARTIS BIOCIENCIAS S.A;2019-03-01;;2019-05-31;1006809830056
90173392;XOLAIR;150 MG PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 2 ML;NOVARTIS BIOCIENCIAS S.A;2019-10-01;;2014-08-31;1006809830013
90194926;ELOXATIN;5,0 MG/ML SOL INJ CT FA VD INC X 10 ML;SANOFI-AVENTIS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1130010310030
90194934;ELOXATIN;5,0 MG/ML SOL INJ CT FA VD INC X 20 ML ;SANOFI-AVENTIS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1130010310049
90333896;OXALIPLATINA;50MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701350016
90333900;OXALIPLATINA;50MG PÓ LIOF SOL INJ IV CX 10 FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701350024
90333918;OXALIPLATINA;100MG PÓ LIOF SOL INJ IV CT FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701350032
90333926;OXALIPLATINA;100MG PÓ LIOF SOL INJ IV CX 10 FA VD TRANS X 50ML;BLAU FARMACÊUTICA S.A.;2016-06-01;;2016-08-31;1163701350040
90069900;OXALIPLATINA;100 MG PÓ LIOF P/ SOL INJ CT 10 FA VD INC;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004308220046
90069927;OXALIPLATINA;50 MG PÓ LIOF P/ SOL INJ CT 10 FA VD INC;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004308220038
90400089;EVOXALI;50 MG PO LIOF INJ CT FA VD AMB X 500 MG ;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800200021
90400097;EVOXALI;100 MG PO LIOF INJ CT FA VD AMB X 1000 MG;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800200013
90126564;BIOEZULEN;100 MG PO LIOF INJ CT FA VD AMB;BIOSINTÉTICA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1121302150026
90126572;BIOEZULEN;50 MG PO LIOF INJ CT FA VD AMB;BIOSINTÉTICA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1121302150034
90091426;OXALIPLATINA;100 MG PO LIOF P/ SOL INJ IV CT FA VD AMB X 50 ML;GLENMARK FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1101302370021
90091434;OXALIPLATINA;50 MG PO LIOF P/ SOL INJ IV CT FA VD AMB X 50 ML;GLENMARK FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1101302370013
90129962;LIBOXAL;100 MG PÓ LIOF CT FA VD INC X 1000 MG;LABORATÓRIOS LIBRA DO BRASIL LTDA;2016-01-01;;2016-03-31;1206900260014
90129970;LIBOXAL;50 MG PÓ LIOF CT FA VD INC X 500 MG;LABORATÓRIOS LIBRA DO BRASIL LTDA;2016-01-01;;2016-03-31;1206900260022
90381688;EVOXALI;100 MG PO LIOF INJ CT FA VD AMB X 1000 MG;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003550013
90381696;EVOXALI;50 MG PO LIOF INJ CT FA VD AMB X 500 MG ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003550021
90145151;OXALIBBS;50 MG PO LIOF INJ CT FA VD INC;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301490015
90145143;OXALIBBS;100 MG PO LIOF INJ CT FA VD INC;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301490023
90382293;OXALIBBS;5 MG/ML SOL INJ CT FA VD AMB X 10 ML;LIBBS FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1003301490031
90382307;OXALIBBS;5 MG/ML SOL INJ CT FA VD AMB X 20 ML;LIBBS FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1003301490041
90158709;OXALIMEIZ;50 MG PO LIOF INJ IV CT FA VD AMB;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100760014
90234138;OXALIMEIZ;100 MG PO LIOF INJ IV CT FA VD AMB;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100760022
90215028;O-PLAT;100 MG PO LIOF INJ CT FA VD AMB;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400330025
90215036;O-PLAT;50 MG PO LIOF INJ CT FA VD AMB;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400330017
90241975;TEVAOXALI;5 MG/ML SOL INJ CT FA VD INC X 10 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300050039
90241983;TEVAOXALI;5 MG/ML SOL INJ CT FA VD INC X 20 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300050047
90242009;TEVAOXALI;5 MG/ML SOL INJ CT FA VD INC X 40 ML;TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300050063
90430557;COLLECTRO;5 MG / ML SOL INJ IV CT FA VD TRANS X 10 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000610010
90430565;COLLECTRO;5 MG / ML SOL INJ IV CT FA VD TRANS X 20 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000610029
90430620;OXALIPLATINA;50 MG PÓ LIOF SOL INJ CT FA VD TRANS;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000620016
