cd_procedimento,termo,categoria
72552093,"CÁPSULAS ACETABULARES METÁLICAS - 00-6200-062-22 Componente Acetabular Metálico Trilogy, 62mm, Cluster",Masculino
72552093,"CÁPSULAS ACETABULARES METÁLICAS - 00-6200-062-22 Componente Acetabular Metálico Trilogy, 62mm, Cluster",Feminino
72552093,"CÁPSULAS ACETABULARES METÁLICAS - 00-6200-062-22 Componente Acetabular Metálico Trilogy, 62mm, Cluster",N. I.
72553278,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-014-01,Masculino
72553278,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-014-01,Feminino
72553278,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-014-01,N. I.
72553286,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-014-02,Masculino
72553286,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-014-02,Feminino
72553286,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-014-02,N. I.
72553316,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-016-01,Masculino
72553316,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-016-01,Feminino
72553316,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-016-01,N. I.
72553332,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-017-01,Masculino
72553332,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-017-01,Feminino
72553332,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-017-01,N. I.
72553340,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-017-02,Masculino
72553340,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-017-02,Feminino
72553340,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5996-017-02,N. I.
72553707,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5964-015-52,Masculino
72553707,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5964-015-52,Feminino
72553707,COMPONENTE FEMORAL COM RESTRIÇÃO SEM REVESTIMENTO - 00-5964-015-52,N. I.
72637579,Sistema Delta TT e Master SL - 3515.21.220 - Haste Femoral Padrão – Cônico 12/14 # 2,Masculino
72637579,Sistema Delta TT e Master SL - 3515.21.220 - Haste Femoral Padrão – Cônico 12/14 # 2,Feminino
72637579,Sistema Delta TT e Master SL - 3515.21.220 - Haste Femoral Padrão – Cônico 12/14 # 2,N. I.
72637668,Sistema Delta TT e Master SL - 3515.21.310 - Haste Femoral Padrão – Cônico 12/14 # 11,Masculino
72637668,Sistema Delta TT e Master SL - 3515.21.310 - Haste Femoral Padrão – Cônico 12/14 # 11,Feminino
72637668,Sistema Delta TT e Master SL - 3515.21.310 - Haste Femoral Padrão – Cônico 12/14 # 11,N. I.
72637854,"Sistema Delta TT e Master SL - 5010.42.321 - Cabeça (Biolox Delta) dia. 32 mm, S, Cone 12/14",Masculino
72637854,"Sistema Delta TT e Master SL - 5010.42.321 - Cabeça (Biolox Delta) dia. 32 mm, S, Cone 12/14",Feminino
72637854,"Sistema Delta TT e Master SL - 5010.42.321 - Cabeça (Biolox Delta) dia. 32 mm, S, Cone 12/14",N. I.
72638141,Sistema Delta TT e Master SL - 5885.42.155 - Delta Revestimento (Biolox Delta) I.D. 32 mm - Tamanho PEQUENO,Masculino
72638141,Sistema Delta TT e Master SL - 5885.42.155 - Delta Revestimento (Biolox Delta) I.D. 32 mm - Tamanho PEQUENO,Feminino
72638141,Sistema Delta TT e Master SL - 5885.42.155 - Delta Revestimento (Biolox Delta) I.D. 32 mm - Tamanho PEQUENO,N. I.
72638486,"Sistema Delta TT e Master SL - 5548.14.460 - Copo Acetabular dia. 46 mm, para Revestimentos Tamanho Pequeno",Masculino
72638486,"Sistema Delta TT e Master SL - 5548.14.460 - Copo Acetabular dia. 46 mm, para Revestimentos Tamanho Pequeno",Feminino
72638486,"Sistema Delta TT e Master SL - 5548.14.460 - Copo Acetabular dia. 46 mm, para Revestimentos Tamanho Pequeno",N. I.
72693290,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA35019,Masculino
72693290,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA35019,Feminino
72693290,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA35019,N. I.
72693363,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30024,Masculino
72693363,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30024,Feminino
72693363,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30024,N. I.
72693681,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30040,Masculino
72693681,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30040,Feminino
72693681,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30040,N. I.
72693827,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA25048,Masculino
72693827,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA25048,Feminino
72693827,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA25048,N. I.
72693843,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30048,Masculino
72693843,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30048,Feminino
72693843,SISTEMA DE STENT CORONARIO DE ELUIÇÃO DE SIROLIMUS BIOMIME AURA - BIA30048,N. I.
72706040,Sistema para Artroplastia de Joelho Triathlon CR - Cimentado - 5520B600 - MODELO PRIMÁRIO TRIATHLON CIMENTADO TAMANHO 6,Masculino
72706040,Sistema para Artroplastia de Joelho Triathlon CR - Cimentado - 5520B600 - MODELO PRIMÁRIO TRIATHLON CIMENTADO TAMANHO 6,Feminino
72706040,Sistema para Artroplastia de Joelho Triathlon CR - Cimentado - 5520B600 - MODELO PRIMÁRIO TRIATHLON CIMENTADO TAMANHO 6,N. I.
72761709,XIENCE SIERRA EVEROLIMUS ELUTING CORONARY STENT - 1500250-33,Masculino
72761709,XIENCE SIERRA EVEROLIMUS ELUTING CORONARY STENT - 1500250-33,Feminino
72761709,XIENCE SIERRA EVEROLIMUS ELUTING CORONARY STENT - 1500250-33,N. I.
72886781,PROTESE FEMURAL PARA QUADRIL SEM CIMENTO - 100101918,Masculino
72886781,PROTESE FEMURAL PARA QUADRIL SEM CIMENTO - 100101918,Feminino
72886781,PROTESE FEMURAL PARA QUADRIL SEM CIMENTO - 100101918,N. I.
72887176,PROTESE FEMURAL PARA QUADRIL SEM CIMENTO - 100561324,Masculino
72887176,PROTESE FEMURAL PARA QUADRIL SEM CIMENTO - 100561324,Feminino
72887176,PROTESE FEMURAL PARA QUADRIL SEM CIMENTO - 100561324,N. I.
72889802,"CABEÇA DE CERÂMICA - 00-8775-032-03 Cabeça BioloxDelta, 12/14, 32 x +3,5",Masculino
72889802,"CABEÇA DE CERÂMICA - 00-8775-032-03 Cabeça BioloxDelta, 12/14, 32 x +3,5",Feminino
72889802,"CABEÇA DE CERÂMICA - 00-8775-032-03 Cabeça BioloxDelta, 12/14, 32 x +3,5",N. I.
72952679,STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2524,Masculino
72952679,STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2524,Feminino
72952679,STENT CORONÁRIO PARTNER SIRUS E ACESSÓRIOS - LPRP2524,N. I.
73190977,CABECA FEMORAL MODULAR - 1088/04,Masculino
73190977,CABECA FEMORAL MODULAR - 1088/04,Feminino
73190977,CABECA FEMORAL MODULAR - 1088/04,N. I.
74003321,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5966-014-02,Masculino
74003321,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5966-014-02,Feminino
74003321,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5966-014-02,N. I.
74930281,BASE TIBIAL METÁLICA - 00-5980-037-02 Componente Base Tibial Metalica Precoat Tam 4 Nexgen - Zimmer,Masculino
74930281,BASE TIBIAL METÁLICA - 00-5980-037-02 Componente Base Tibial Metalica Precoat Tam 4 Nexgen - Zimmer,Feminino
74930281,BASE TIBIAL METÁLICA - 00-5980-037-02 Componente Base Tibial Metalica Precoat Tam 4 Nexgen - Zimmer,N. I.
74931040,BASE TIBIAL METÁLICA - 00-5980-037-01 Componente Base Tibial Metalica Precoat Tam 3 Nexgen - Zimmer,Masculino
74931040,BASE TIBIAL METÁLICA - 00-5980-037-01 Componente Base Tibial Metalica Precoat Tam 3 Nexgen - Zimmer,Feminino
74931040,BASE TIBIAL METÁLICA - 00-5980-037-01 Componente Base Tibial Metalica Precoat Tam 3 Nexgen - Zimmer,N. I.
74931350,BASE TIBIAL METÁLICA - 00-5980-047-01 Componente Base Tibial Metalica Precoat Tam 5 Nexgen - Zimmer,Masculino
74931350,BASE TIBIAL METÁLICA - 00-5980-047-01 Componente Base Tibial Metalica Precoat Tam 5 Nexgen - Zimmer,Feminino
74931350,BASE TIBIAL METÁLICA - 00-5980-047-01 Componente Base Tibial Metalica Precoat Tam 5 Nexgen - Zimmer,N. I.
74939947,"PLATÔ TIBIAL DE POLIETILENO ZIMMER - 42-5222-006-14 - COMP. PLATO TIBIAL DE POLIETILENO VIVACIT-E HIGHLY CROSSLINKED UC PERSONA, DIR, 14MM, TIBIA G-H/CR FEM 7-12",Masculino
74939947,"PLATÔ TIBIAL DE POLIETILENO ZIMMER - 42-5222-006-14 - COMP. PLATO TIBIAL DE POLIETILENO VIVACIT-E HIGHLY CROSSLINKED UC PERSONA, DIR, 14MM, TIBIA G-H/CR FEM 7-12",Feminino
74939947,"PLATÔ TIBIAL DE POLIETILENO ZIMMER - 42-5222-006-14 - COMP. PLATO TIBIAL DE POLIETILENO VIVACIT-E HIGHLY CROSSLINKED UC PERSONA, DIR, 14MM, TIBIA G-H/CR FEM 7-12",N. I.
74943251,PLATÔ TIBIAL DE POLIETILENO ZIMMER - 5970-21-14 - COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - CR-CR-FLEX ROXO LISTR 14MM,Masculino
74943251,PLATÔ TIBIAL DE POLIETILENO ZIMMER - 5970-21-14 - COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - CR-CR-FLEX ROXO LISTR 14MM,Feminino
74943251,PLATÔ TIBIAL DE POLIETILENO ZIMMER - 5970-21-14 - COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - CR-CR-FLEX ROXO LISTR 14MM,N. I.
74947788,PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 5994-42-33 COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - VERDE LISTR 33MM / LCCK,Masculino
74947788,PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 5994-42-33 COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - VERDE LISTR 33MM / LCCK,Feminino
74947788,PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 5994-42-33 COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - VERDE LISTR 33MM / LCCK,N. I.
74951009,"PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 42-5224-005-14 COMPONENTE TIBIAL DE POLIETILENO VIVACIT-E HIGHLY CROSSLINKED PS PERSONA, DIR, 14MM, TIBIA C-D/PS FEM 6-9",Masculino
74951009,"PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 42-5224-005-14 COMPONENTE TIBIAL DE POLIETILENO VIVACIT-E HIGHLY CROSSLINKED PS PERSONA, DIR, 14MM, TIBIA C-D/PS FEM 6-9",Feminino
74951009,"PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 42-5224-005-14 COMPONENTE TIBIAL DE POLIETILENO VIVACIT-E HIGHLY CROSSLINKED PS PERSONA, DIR, 14MM, TIBIA C-D/PS FEM 6-9",N. I.
74953990,"PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 5964-30-12 COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - LPS-FLEX, 12MM (CD,3-4)",Masculino
74953990,"PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 5964-30-12 COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - LPS-FLEX, 12MM (CD,3-4)",Feminino
74953990,"PLATÔ TIBIAL DE POLIETILENO ESTABILIZADO ZIMMER - 5964-30-12 COMPONENTE PLATÔ TIBIAL POLIETILENO ZIMMER - LPS-FLEX, 12MM (CD,3-4)",N. I.
75174251,Componente Inserto Articular EP - 2632-506-417 / 39.17.14.05017 – Inserto Tibial EP T5/T6/T7 17 mm,Masculino
75174251,Componente Inserto Articular EP - 2632-506-417 / 39.17.14.05017 – Inserto Tibial EP T5/T6/T7 17 mm,Feminino
75174251,Componente Inserto Articular EP - 2632-506-417 / 39.17.14.05017 – Inserto Tibial EP T5/T6/T7 17 mm,N. I.
75998939,"INSERTO ARTICULAR DE POLIETILENO SEM RESTRIÇÃO FIXO - 90-5970-030-10 Inserto Articular CR-Flex, 10mm, (Fem. CH – Tib. 3-4)",Masculino
75998939,"INSERTO ARTICULAR DE POLIETILENO SEM RESTRIÇÃO FIXO - 90-5970-030-10 Inserto Articular CR-Flex, 10mm, (Fem. CH – Tib. 3-4)",Feminino
75998939,"INSERTO ARTICULAR DE POLIETILENO SEM RESTRIÇÃO FIXO - 90-5970-030-10 Inserto Articular CR-Flex, 10mm, (Fem. CH – Tib. 3-4)",N. I.
76001245,"INSERTO ARTICULAR DE POLIETILENO SEM RESTRIÇÃO FIXO - 90-5970-040-10 Inserto Articular CR-Flex, 10mm, (Fem. CH – Tib. 5-6)",Masculino
76001245,"INSERTO ARTICULAR DE POLIETILENO SEM RESTRIÇÃO FIXO - 90-5970-040-10 Inserto Articular CR-Flex, 10mm, (Fem. CH – Tib. 5-6)",Feminino
76001245,"INSERTO ARTICULAR DE POLIETILENO SEM RESTRIÇÃO FIXO - 90-5970-040-10 Inserto Articular CR-Flex, 10mm, (Fem. CH – Tib. 5-6)",N. I.
76362230,"COMPONENTE FEMORAL OPTION SEM RESTRIÇÃO - 00-5966-016-01 Componente Femoral CR Option, Esq, Tam F Nexgen - Zimmer",Masculino
76362230,"COMPONENTE FEMORAL OPTION SEM RESTRIÇÃO - 00-5966-016-01 Componente Femoral CR Option, Esq, Tam F Nexgen - Zimmer",Feminino
76362230,"COMPONENTE FEMORAL OPTION SEM RESTRIÇÃO - 00-5966-016-01 Componente Femoral CR Option, Esq, Tam F Nexgen - Zimmer",N. I.
76991067,SISTEMA DE PROTESE TOTAL DE JOELHO NEW WAVE LEPINE - GNF CP003 Tamanho 3 Direita (Componente Femoral New Wave Cimentado),Masculino
76991067,SISTEMA DE PROTESE TOTAL DE JOELHO NEW WAVE LEPINE - GNF CP003 Tamanho 3 Direita (Componente Femoral New Wave Cimentado),Feminino
76991067,SISTEMA DE PROTESE TOTAL DE JOELHO NEW WAVE LEPINE - GNF CP003 Tamanho 3 Direita (Componente Femoral New Wave Cimentado),N. I.
79630090,BIOMATRIX ALPHA  - BMX6-2724,Masculino
79630090,BIOMATRIX ALPHA  - BMX6-2724,Feminino
79630090,BIOMATRIX ALPHA  - BMX6-2724,N. I.
79630120,BIOMATRIX ALPHA  - BMX6-2224,Masculino
79630120,BIOMATRIX ALPHA  - BMX6-2224,Feminino
79630120,BIOMATRIX ALPHA  - BMX6-2224,N. I.
81000170,Diagnóstico anatomopatológico em punção na região buco-maxilo-facial,Masculino
81000170,Diagnóstico anatomopatológico em punção na região buco-maxilo-facial,Feminino
81000170,Diagnóstico anatomopatológico em punção na região buco-maxilo-facial,N. I.
82001219,Reeducação e/ou reabilitação de distúrbio buco-maxilo-facial,Masculino
82001219,Reeducação e/ou reabilitação de distúrbio buco-maxilo-facial,Feminino
82001219,Reeducação e/ou reabilitação de distúrbio buco-maxilo-facial,N. I.
82001723,Aplicação de laser pós cirúrgico,Masculino
82001723,Aplicação de laser pós cirúrgico,Feminino
82001723,Aplicação de laser pós cirúrgico,N. I.
85100269,Dessensibilização dentinária,Masculino
85100269,Dessensibilização dentinária,Feminino
85100269,Dessensibilização dentinária,N. I.
85400327,Prótese parcial fixa em cerômero livre de metal (metal free),Masculino
85400327,Prótese parcial fixa em cerômero livre de metal (metal free),Feminino
85400327,Prótese parcial fixa em cerômero livre de metal (metal free),N. I.
85500100,Overdenture barra clipe ou o'ring sobre quatro ou mais implantes,Masculino
85500100,Overdenture barra clipe ou o'ring sobre quatro ou mais implantes,Feminino
85500100,Overdenture barra clipe ou o'ring sobre quatro ou mais implantes,N. I.
85500208,Barra clipe,Masculino
85500208,Barra clipe,Feminino
85500208,Barra clipe,N. I.
90002148,CLORIDRATO DE EPIRRUBICINA,Masculino
90002148,CLORIDRATO DE EPIRRUBICINA,Feminino
90002148,CLORIDRATO DE EPIRRUBICINA,N. I.
90002458,MICOFENOLATO DE MOFETILA,Masculino
90002458,MICOFENOLATO DE MOFETILA,Feminino
90002458,MICOFENOLATO DE MOFETILA,N. I.
90002474,NEUGRAST,Masculino
90002474,NEUGRAST,Feminino
90002474,NEUGRAST,N. I.
90002482,NEUGRAST,Masculino
90002482,NEUGRAST,Feminino
90002482,NEUGRAST,N. I.
90003560,DECADRON,Masculino
90003560,DECADRON,Feminino
90003560,DECADRON,N. I.
90008677,PROTO-ITECAN,Masculino
90008677,PROTO-ITECAN,Feminino
90008677,PROTO-ITECAN,N. I.
90055551,DEXAMETASONA,Masculino
90055551,DEXAMETASONA,Feminino
90055551,DEXAMETASONA,N. I.
90057961,MICOFENOLATO DE MOFETILA,Masculino
90057961,MICOFENOLATO DE MOFETILA,Feminino
90057961,MICOFENOLATO DE MOFETILA,N. I.
90082516,CICLOSPORINA,Masculino
90082516,CICLOSPORINA,Feminino
90082516,CICLOSPORINA,N. I.
90082524,CICLOSPORINA,Masculino
90082524,CICLOSPORINA,Feminino
90082524,CICLOSPORINA,N. I.
90091469,PACLITAXEL,Masculino
90091469,PACLITAXEL,Feminino
90091469,PACLITAXEL,N. I.
90132238,LEGIFOL CS,Masculino
90132238,LEGIFOL CS,Feminino
90132238,LEGIFOL CS,N. I.
90133846,ZAVEDOS,Masculino
90133846,ZAVEDOS,Feminino
90133846,ZAVEDOS,N. I.
90134206,MUPHORAN,Masculino
90134206,MUPHORAN,Feminino
90134206,MUPHORAN,N. I.
90158202,CINALEO,Masculino
90158202,CINALEO,Feminino
90158202,CINALEO,N. I.
90158288,D.T.I. / DACARBACINA,Masculino
90158288,D.T.I. / DACARBACINA,Feminino
90158288,D.T.I. / DACARBACINA,N. I.
90159063,VINATIN,Masculino
90159063,VINATIN,Feminino
90159063,VINATIN,N. I.
90169689,CERTICAN,Masculino
90169689,CERTICAN,Feminino
90169689,CERTICAN,N. I.
90169700,CERTICAN,Masculino
90169700,CERTICAN,Feminino
90169700,CERTICAN,N. I.
90171756,MYFORTIC,Masculino
90171756,MYFORTIC,Feminino
90171756,MYFORTIC,N. I.
90211707,MESTINON,Masculino
90211707,MESTINON,Feminino
90211707,MESTINON,N. I.
90211758,PROSTIGMINE,Masculino
90211758,PROSTIGMINE,Feminino
90211758,PROSTIGMINE,N. I.
90215028,O-PLAT,Masculino
90215028,O-PLAT,Feminino
90215028,O-PLAT,N. I.
90215036,O-PLAT,Masculino
90215036,O-PLAT,Feminino
90215036,O-PLAT,N. I.
90215320,TECNOCARB,Masculino
90215320,TECNOCARB,Feminino
90215320,TECNOCARB,N. I.
90215419,TECNOMICINA,Masculino
90215419,TECNOMICINA,Feminino
90215419,TECNOMICINA,N. I.
90215494,TECNOVORIN,Masculino
90215494,TECNOVORIN,Feminino
90215494,TECNOVORIN,N. I.
90219830,SPRYCEL,Masculino
90219830,SPRYCEL,Feminino
90219830,SPRYCEL,N. I.
90221052,JAVLOR,Masculino
90221052,JAVLOR,Feminino
90221052,JAVLOR,N. I.
90221079,JAVLOR,Masculino
90221079,JAVLOR,Feminino
90221079,JAVLOR,N. I.
90223560,ASERCIT,Masculino
90223560,ASERCIT,Feminino
90223560,ASERCIT,N. I.
90223578,RABINEFIL,Masculino
90223578,RABINEFIL,Feminino
90223578,RABINEFIL,N. I.
90227743,RILUZOL,Masculino
90227743,RILUZOL,Feminino
90227743,RILUZOL,N. I.
90228359,CAELYX,Masculino
90228359,CAELYX,Feminino
90228359,CAELYX,N. I.
90228936,FLUORURACILA,Masculino
90228936,FLUORURACILA,Feminino
90228936,FLUORURACILA,N. I.
90254929,TEMODAL,Masculino
90254929,TEMODAL,Feminino
90254929,TEMODAL,N. I.
90254937,TEMODAL,Masculino
90254937,TEMODAL,Feminino
90254937,TEMODAL,N. I.
90254945,TEMODAL,Masculino
90254945,TEMODAL,Feminino
90254945,TEMODAL,N. I.
90257286,IMUNEN,Masculino
90257286,IMUNEN,Feminino
90257286,IMUNEN,N. I.
90257847,MESILATO DE IMATINIBE,Masculino
90257847,MESILATO DE IMATINIBE,Feminino
90257847,MESILATO DE IMATINIBE,N. I.
90257880,MESILATO DE IMATINIBE,Masculino
90257880,MESILATO DE IMATINIBE,Feminino
90257880,MESILATO DE IMATINIBE,N. I.
90260120,MESILATO DE IMATINIBE,Masculino
90260120,MESILATO DE IMATINIBE,Feminino
90260120,MESILATO DE IMATINIBE,N. I.
90273761,FLUDARA,Masculino
90273761,FLUDARA,Feminino
90273761,FLUDARA,N. I.
90292448,GENCIX,Masculino
90292448,GENCIX,Feminino
90292448,GENCIX,N. I.
90292472,GENCIX,Masculino
90292472,GENCIX,Feminino
90292472,GENCIX,N. I.
90294009,PACLITAXEL,Masculino
90294009,PACLITAXEL,Feminino
90294009,PACLITAXEL,N. I.
90294033,PACLITAXEL,Masculino
90294033,PACLITAXEL,Feminino
90294033,PACLITAXEL,N. I.
90294092,PACLITAXEL,Masculino
90294092,PACLITAXEL,Feminino
90294092,PACLITAXEL,N. I.
90300009,FLUTAMIDA,Masculino
90300009,FLUTAMIDA,Feminino
90300009,FLUTAMIDA,N. I.
90300025,FLUTAMIDA,Masculino
90300025,FLUTAMIDA,Feminino
90300025,FLUTAMIDA,N. I.
90314522,LFM-RILUZOL,Masculino
90314522,LFM-RILUZOL,Feminino
90314522,LFM-RILUZOL,N. I.
90321200,TEMOZOLOMIDA,Masculino
90321200,TEMOZOLOMIDA,Feminino
90321200,TEMOZOLOMIDA,N. I.
90321219,TEMOZOLOMIDA,Masculino
90321219,TEMOZOLOMIDA,Feminino
90321219,TEMOZOLOMIDA,N. I.
90321227,TEMOZOLOMIDA,Masculino
90321227,TEMOZOLOMIDA,Feminino
90321227,TEMOZOLOMIDA,N. I.
90321235,TEMOZOLOMIDA,Masculino
90321235,TEMOZOLOMIDA,Feminino
90321235,TEMOZOLOMIDA,N. I.
90321243,TEMOZOLOMIDA,Masculino
90321243,TEMOZOLOMIDA,Feminino
90321243,TEMOZOLOMIDA,N. I.
90321251,TEMOZOLOMIDA,Masculino
90321251,TEMOZOLOMIDA,Feminino
90321251,TEMOZOLOMIDA,N. I.
90323297,CAPECITABINA,Masculino
90323297,CAPECITABINA,Feminino
90323297,CAPECITABINA,N. I.
90323319,TEMOZOD,Masculino
90323319,TEMOZOD,Feminino
90323319,TEMOZOD,N. I.
90323327,TEMOZOD,Masculino
90323327,TEMOZOD,Feminino
90323327,TEMOZOD,N. I.
90323475,CAPECARE,Masculino
90323475,CAPECARE,Feminino
90323475,CAPECARE,N. I.
90325907,PEMETREXEDE DISSODICO,Masculino
90325907,PEMETREXEDE DISSODICO,Feminino
90325907,PEMETREXEDE DISSODICO,N. I.
90327519,PROGRAF,Masculino
90327519,PROGRAF,Feminino
90327519,PROGRAF,N. I.
90327527,PROGRAF,Masculino
90327527,PROGRAF,Feminino
90327527,PROGRAF,N. I.
90333861,METILSULFATO DE NEOSTIGMINA,Masculino
90333861,METILSULFATO DE NEOSTIGMINA,Feminino
90333861,METILSULFATO DE NEOSTIGMINA,N. I.
90339266,LENAZEN,Masculino
90339266,LENAZEN,Feminino
90339266,LENAZEN,N. I.
90344197,FOSFATO DE FLUDARABINA,Masculino
90344197,FOSFATO DE FLUDARABINA,Feminino
90344197,FOSFATO DE FLUDARABINA,N. I.
90349482,PACLITAXEL,Masculino
90349482,PACLITAXEL,Feminino
90349482,PACLITAXEL,N. I.
90349490,PACLITAXEL,Masculino
90349490,PACLITAXEL,Feminino
90349490,PACLITAXEL,N. I.
90349504,PACLITAXEL,Masculino
90349504,PACLITAXEL,Feminino
90349504,PACLITAXEL,N. I.
90351290,XALKORI,Masculino
90351290,XALKORI,Feminino
90351290,XALKORI,N. I.
90355997,EVOCLASS,Masculino
90355997,EVOCLASS,Feminino
90355997,EVOCLASS,N. I.
90359437,PROAZITAX,Masculino
90359437,PROAZITAX,Feminino
90359437,PROAZITAX,N. I.
90364724,HOLOXANE,Masculino
90364724,HOLOXANE,Feminino
90364724,HOLOXANE,N. I.
90364732,HOLOXANE,Masculino
90364732,HOLOXANE,Feminino
90364732,HOLOXANE,N. I.
90366166,LENVIMA,Masculino
90366166,LENVIMA,Feminino
90366166,LENVIMA,N. I.
90366190,LENVIMA,Masculino
90366190,LENVIMA,Feminino
90366190,LENVIMA,N. I.
90377095,CABAZITAXEL,Masculino
90377095,CABAZITAXEL,Feminino
90377095,CABAZITAXEL,N. I.
90377265,BOZORED,Masculino
90377265,BOZORED,Feminino
90377265,BOZORED,N. I.
90377621,CABAZITAXEL,Masculino
90377621,CABAZITAXEL,Feminino
90377621,CABAZITAXEL,N. I.
90381025,SULFATO DE VINCRISTINA,Masculino
90381025,SULFATO DE VINCRISTINA,Feminino
90381025,SULFATO DE VINCRISTINA,N. I.
90381483,DOCEGLENNU,Masculino
90381483,DOCEGLENNU,Feminino
90381483,DOCEGLENNU,N. I.
90381688,EVOXALI,Masculino
90381688,EVOXALI,Feminino
90381688,EVOXALI,N. I.
90381696,EVOXALI,Masculino
90381696,EVOXALI,Feminino
90381696,EVOXALI,N. I.
90387775,SPINRAZA,Masculino
90387775,SPINRAZA,Feminino
90387775,SPINRAZA,N. I.
90392108,ENBREL PFS,Masculino
90392108,ENBREL PFS,Feminino
90392108,ENBREL PFS,N. I.
90398653,ACETATO DE ABIRATERONA,Masculino
90398653,ACETATO DE ABIRATERONA,Feminino
90398653,ACETATO DE ABIRATERONA,N. I.
90398793,TALTZ,Masculino
90398793,TALTZ,Feminino
90398793,TALTZ,N. I.
90399234,EROXYM,Masculino
90399234,EROXYM,Feminino
90399234,EROXYM,N. I.
90399811,EVORUBICIN,Masculino
90399811,EVORUBICIN,Feminino
90399811,EVORUBICIN,N. I.
90399838,EVOZAR,Masculino
90399838,EVOZAR,Feminino
90399838,EVOZAR,N. I.
90399846,EVOZAR,Masculino
90399846,EVOZAR,Feminino
