cd_procedimento,termo,categoria,tot_qt,tot_vl,mean_vl
71521097,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92514 - Haste femoral sem rebordo não cimentada,Feminino,0,0,0
71521097,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - 3L92514 - Haste femoral sem rebordo não cimentada,N. I.,0,0,0
71521305,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20312 - Haste femoral HIGH OFFSET sem apoio sem cimento,Masculino,1,4613.11,4613.11
71521305,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20312 - Haste femoral HIGH OFFSET sem apoio sem cimento,Feminino,0,0,0
71521305,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20312 - Haste femoral HIGH OFFSET sem apoio sem cimento,N. I.,0,0,0
71521313,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20313 - Haste femoral HIGH OFFSET sem apoio sem cimento,Masculino,0,0,0
71521313,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20313 - Haste femoral HIGH OFFSET sem apoio sem cimento,Feminino,1,1900,1900
71521313,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20313 - Haste femoral HIGH OFFSET sem apoio sem cimento,N. I.,0,0,0
71521321,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20314 - Haste femoral HIGH OFFSET sem apoio sem cimento,Masculino,1,5239.5,5239.5
71521321,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20314 - Haste femoral HIGH OFFSET sem apoio sem cimento,Feminino,0,0,0
71521321,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20314 - Haste femoral HIGH OFFSET sem apoio sem cimento,N. I.,0,0,0
71521348,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20316 - Haste femoral HIGH OFFSET sem apoio sem cimento,Masculino,1,4230.82,4230.82
71521348,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20316 - Haste femoral HIGH OFFSET sem apoio sem cimento,Feminino,0,0,0
71521348,HASTE FEMORAL PARA PRÓTESE DE QUADRIL CORAIL AMT - L20316 - Haste femoral HIGH OFFSET sem apoio sem cimento,N. I.,0,0,0
71521550,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO,Masculino,2,5642.08,2821.04
71521550,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO,Feminino,0,0,0
71521550,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO,N. I.,0,0,0
71521577,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.3 - AKS MODULAR,Masculino,2,1731.38,865.69
71521577,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.3 - AKS MODULAR,Feminino,4,4699.82,1174.95
71521577,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.3 - AKS MODULAR,N. I.,0,0,0
71521585,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.4 - AKS MODULAR,Masculino,1,589,589
71521585,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.4 - AKS MODULAR,Feminino,8,7590.41,948.8
71521585,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.4 - AKS MODULAR,N. I.,0,0,0
71521593,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.5 - AKS MODULAR,Masculino,3,4124.1,1374.7
71521593,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.5 - AKS MODULAR,Feminino,2,1655.55,827.78
71521593,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.5 - AKS MODULAR,N. I.,0,0,0
71521607,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.6 - AKS MODULAR,Masculino,2,1985.82,992.91
71521607,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.6 - AKS MODULAR,Feminino,0,0,0
71521607,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 154.6 - AKS MODULAR,N. I.,0,0,0
71521704,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.3 - AKS MODULAR REVISÃO,Masculino,1,2174.35,2174.35
71521704,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.3 - AKS MODULAR REVISÃO,Feminino,4,9943.25,2485.81
71521704,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.3 - AKS MODULAR REVISÃO,N. I.,0,0,0
71521810,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.4 - AKS MODULAR REVISÃO,Masculino,0,0,0
71521810,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.4 - AKS MODULAR REVISÃO,Feminino,1,1650,1650
71521810,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.4 - AKS MODULAR REVISÃO,N. I.,0,0,0
71521844,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.4.2 - CUNHA TIBIAL RETA Direito/Esquerdo,Masculino,1,3825,3825
71521844,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.4.2 - CUNHA TIBIAL RETA Direito/Esquerdo,Feminino,0,0,0
71521844,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.4.2 - CUNHA TIBIAL RETA Direito/Esquerdo,N. I.,0,0,0
71522255,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.9.100 - HASTE TIBIAL EXCÊNTRICA,Masculino,0,0,0
71522255,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.9.100 - HASTE TIBIAL EXCÊNTRICA,Feminino,1,3300,3300
71522255,COMPONENTE TIBIAL MODULAR CIMENTADO DE JOELHO - 157.9.100 - HASTE TIBIAL EXCÊNTRICA,N. I.,0,0,0
71575022,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.9 - CO-10 PRIMÁRIA,Masculino,1,2993.51,2993.51
71575022,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.9 - CO-10 PRIMÁRIA,Feminino,1,1483.82,1483.82
71575022,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.9 - CO-10 PRIMÁRIA,N. I.,0,0,0
71575049,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.11 - CO-10 PRIMÁRIA,Masculino,0,0,0
71575049,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.11 - CO-10 PRIMÁRIA,Feminino,1,1780.03,1780.03
71575049,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.11 - CO-10 PRIMÁRIA,N. I.,0,0,0
71575081,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.15 - CO-10 PRIMÁRIA,Masculino,1,1695.27,1695.27
71575081,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.15 - CO-10 PRIMÁRIA,Feminino,0,0,0
71575081,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 1233.15 - CO-10 PRIMÁRIA,N. I.,0,0,0
71575634,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.80 - LOGICAL PRIMÁRIA,Masculino,1,2971.5,2971.5
71575634,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.80 - LOGICAL PRIMÁRIA,Feminino,1,4600,4600
71575634,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.80 - LOGICAL PRIMÁRIA,N. I.,0,0,0
71575642,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.90 - LOGICAL PRIMÁRIA,Masculino,0,0,0
71575642,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.90 - LOGICAL PRIMÁRIA,Feminino,2,4733.66,2366.83
71575642,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345.90 - LOGICAL PRIMÁRIA,N. I.,0,0,0
71575650,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345100 - LOGICAL PRIMÁRIA,Masculino,1,3364.52,3364.52
71575650,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345100 - LOGICAL PRIMÁRIA,Feminino,3,6272.27,2090.76
71575650,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345100 - LOGICAL PRIMÁRIA,N. I.,0,0,0
71575669,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345112 - LOGICAL PRIMÁRIA,Masculino,1,2830,2830
71575669,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345112 - LOGICAL PRIMÁRIA,Feminino,3,12920.25,4306.75
71575669,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345112 - LOGICAL PRIMÁRIA,N. I.,0,0,0
71575685,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345137 - LOGICAL PRIMÁRIA,Masculino,1,5175,5175
71575685,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345137 - LOGICAL PRIMÁRIA,Feminino,0,0,0
71575685,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 345137 - LOGICAL PRIMÁRIA,N. I.,0,0,0
71576045,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.14.265 - VEGA REVISÃO,Masculino,1,5383.35,5383.35
71576045,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.14.265 - VEGA REVISÃO,Feminino,1,7475,7475
71576045,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.14.265 - VEGA REVISÃO,N. I.,0,0,0
71576096,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.16.225 - VEGA REVISÃO,Masculino,1,35700,35700
71576096,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.16.225 - VEGA REVISÃO,Feminino,0,0,0
71576096,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.16.225 - VEGA REVISÃO,N. I.,0,0,0
71576169,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.19.265 - VEGA REVISÃO,Masculino,1,5932.5,5932.5
71576169,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.19.265 - VEGA REVISÃO,Feminino,0,0,0
71576169,HASTE FEMORAL MODULAR NAO CIMENTADA-TITÂNIO LIGA - 356.19.265 - VEGA REVISÃO,N. I.,0,0,0
71579664,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO,Masculino,1,7039.33,7039.33
71579664,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO,Feminino,1,3711.75,3711.75
71579664,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO,N. I.,0,0,0
71579680,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR NÃO BLOQUEADO DIREITO: 145.3.D,Masculino,1,1797.07,1797.07
71579680,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR NÃO BLOQUEADO DIREITO: 145.3.D,Feminino,0,0,0
71579680,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR NÃO BLOQUEADO DIREITO: 145.3.D,N. I.,0,0,0
71579796,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.2.D,Masculino,1,2108.54,2108.54
71579796,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.2.D,Feminino,3,6325.62,2108.54
71579796,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.2.D,N. I.,0,0,0
71579800,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.3.D,Masculino,1,1354.7,1354.7
71579800,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.3.D,Feminino,1,1354.7,1354.7
71579800,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.3.D,N. I.,0,0,0
71579818,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.4.D,Masculino,0,0,0
71579818,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.4.D,Feminino,5,8193.45,1638.69
71579818,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.4.D,N. I.,0,0,0
71579826,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.5.D,Masculino,0,0,0
71579826,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.5.D,Feminino,1,1567.12,1567.12
71579826,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO DIREITO: 146.5.D,N. I.,0,0,0
71579869,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.3.E,Masculino,5,7883.3,1576.66
71579869,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.3.E,Feminino,10,19693.65,1969.37
71579869,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.3.E,N. I.,0,0,0
71579877,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.4.E,Masculino,1,1784.8,1784.8
71579877,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.4.E,Feminino,1,2224.1,2224.1
71579877,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.4.E,N. I.,0,0,0
71579893,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.6.E,Masculino,0,0,0
71579893,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.6.E,Feminino,1,1905,1905
71579893,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR BLOQUEADO ESQUERDO: 146.6.E,N. I.,0,0,0
71579923,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR REVISÃO BLOQUEADO DIREITO: 156.4.D,Masculino,0,0,0
71579923,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR REVISÃO BLOQUEADO DIREITO: 156.4.D,Feminino,1,3300,3300
71579923,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR REVISÃO BLOQUEADO DIREITO: 156.4.D,N. I.,0,0,0
71579966,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR REVISÃO BLOQUEADO ESQUERDO: 156.3.E,Masculino,0,0,0
71579966,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR REVISÃO BLOQUEADO ESQUERDO: 156.3.E,Feminino,1,1650,1650
71579966,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - AKS MODULAR REVISÃO BLOQUEADO ESQUERDO: 156.3.E,N. I.,0,0,0
71580093,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METÁLICA RETA: 156.15.120,Masculino,0,0,0
71580093,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METÁLICA RETA: 156.15.120,Feminino,1,3300,3300
71580093,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METÁLICA RETA: 156.15.120,N. I.,0,0,0
71580107,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METÁLICA RETA: 156.15.150,Masculino,2,14151.69,7075.84
71580107,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METÁLICA RETA: 156.15.150,Feminino,0,0,0
71580107,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METÁLICA RETA: 156.15.150,N. I.,0,0,0
71580360,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METALICA EXCÊNTRICA: 156.C.17.150,Masculino,0,0,0
71580360,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METALICA EXCÊNTRICA: 156.C.17.150,Feminino,2,62.76,31.38
71580360,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - HASTE FEMORAL METALICA EXCÊNTRICA: 156.C.17.150,N. I.,0,0,0
71581340,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - CUNHA FEMORAL METÁLICA (JOELHO ESQUERDO): 156.4.E.1E,Masculino,0,0,0
71581340,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - CUNHA FEMORAL METÁLICA (JOELHO ESQUERDO): 156.4.E.1E,Feminino,1,3300,3300
71581340,COMPONENTE FEMORAL MODULAR CIMENTADO DE JOELHO - CUNHA FEMORAL METÁLICA (JOELHO ESQUERDO): 156.4.E.1E,N. I.,0,0,0
71582266,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.10 - AKS MODULAR BLOQUEADO,Masculino,0,0,0
71582266,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.10 - AKS MODULAR BLOQUEADO,Feminino,5,4506.25,901.25
71582266,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.10 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71582274,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.12 - AKS MODULAR BLOQUEADO,Masculino,1,379.43,379.43
71582274,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.12 - AKS MODULAR BLOQUEADO,Feminino,2,2486.3,1243.15
71582274,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.12 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71582282,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.14 - AKS MODULAR BLOQUEADO,Masculino,1,413,413
71582282,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.14 - AKS MODULAR BLOQUEADO,Feminino,3,2551,850.33
71582282,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.14 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71582290,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.17 - AKS MODULAR BLOQUEADO,Masculino,2,954.86,477.43
71582290,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.17 - AKS MODULAR BLOQUEADO,Feminino,1,541.86,541.86
71582290,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.34.17 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71582347,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.56.10 - AKS MODULAR BLOQUEADO,Masculino,3,3084.3,1028.1
71582347,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.56.10 - AKS MODULAR BLOQUEADO,Feminino,2,826,413
71582347,COMPONENTE TIBIAL MODULAR DE JOELHO - 149.56.10 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71582606,COMPONENTE TIBIAL MODULAR DE JOELHO - 166.4.17 - AKS MODULAR BLOQUEADO POSTE ALTO,Masculino,0,0,0
71582606,COMPONENTE TIBIAL MODULAR DE JOELHO - 166.4.17 - AKS MODULAR BLOQUEADO POSTE ALTO,Feminino,1,1980,1980
71582606,COMPONENTE TIBIAL MODULAR DE JOELHO - 166.4.17 - AKS MODULAR BLOQUEADO POSTE ALTO,N. I.,0,0,0
71583572,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.34.10 - AKS MODULAR BLOQUEADO,Masculino,0,0,0
71583572,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.34.10 - AKS MODULAR BLOQUEADO,Feminino,2,2352.96,1176.48
71583572,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.34.10 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71583599,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.34.14 - AKS MODULAR BLOQUEADO,Masculino,1,1595.96,1595.96
71583599,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.34.14 - AKS MODULAR BLOQUEADO,Feminino,0,0,0
71583599,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.34.14 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71583653,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.56.10 - AKS MODULAR BLOQUEADO,Masculino,0,0,0
71583653,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.56.10 - AKS MODULAR BLOQUEADO,Feminino,2,5255,2627.5
71583653,COMPONENTE TIBIAL MODULAR DE JOELHO - 177.56.10 - AKS MODULAR BLOQUEADO,N. I.,0,0,0
71584838,INSERT ACETABULAR CONSTRAINED STRYKER,Masculino,2,8855,4427.5
71584838,INSERT ACETABULAR CONSTRAINED STRYKER,Feminino,0,0,0
71584838,INSERT ACETABULAR CONSTRAINED STRYKER,N. I.,0,0,0
71584846,"INSERT ACETABULAR CONSTRAINED STRYKER - Trident  72 graus 22 mm x 7,9 mm x 44 mm ref.: 690-10-22E",Masculino,2,17704,8852
71584846,"INSERT ACETABULAR CONSTRAINED STRYKER - Trident  72 graus 22 mm x 7,9 mm x 44 mm ref.: 690-10-22E",Feminino,4,35309.02,8827.26
71584846,"INSERT ACETABULAR CONSTRAINED STRYKER - Trident  72 graus 22 mm x 7,9 mm x 44 mm ref.: 690-10-22E",N. I.,0,0,0
71584935,"INSERT ACETABULAR CONSTRAINED STRYKER - 84 graus 22 mm x 4,4 mm x 51 mm ref.: 2099-2258",Masculino,0,0,0
71584935,"INSERT ACETABULAR CONSTRAINED STRYKER - 84 graus 22 mm x 4,4 mm x 51 mm ref.: 2099-2258",Feminino,1,2482.4,2482.4
71584935,"INSERT ACETABULAR CONSTRAINED STRYKER - 84 graus 22 mm x 4,4 mm x 51 mm ref.: 2099-2258",N. I.,0,0,0
71585060,"INSERT ACETABULAR CONSTRAINED STRYKER - 84 graus 28 mm x 10,4 mm x 63 mm ref.: 2099-2874",Masculino,1,5512.5,5512.5
71585060,"INSERT ACETABULAR CONSTRAINED STRYKER - 84 graus 28 mm x 10,4 mm x 63 mm ref.: 2099-2874",Feminino,0,0,0
71585060,"INSERT ACETABULAR CONSTRAINED STRYKER - 84 graus 28 mm x 10,4 mm x 63 mm ref.: 2099-2874",N. I.,0,0,0
71587632,COMPONENTE ACETABULAR CIMENTADO,Masculino,0,0,0
71587632,COMPONENTE ACETABULAR CIMENTADO,Feminino,1,1224.55,1224.55
71587632,COMPONENTE ACETABULAR CIMENTADO,N. I.,0,0,0
71589635,COMPONENTE ACETABULAR NAO CIMENTADO,Masculino,5,8135,1627
71589635,COMPONENTE ACETABULAR NAO CIMENTADO,Feminino,0,0,0
71589635,COMPONENTE ACETABULAR NAO CIMENTADO,N. I.,0,0,0
71589643,COMPONENTE ACETABULAR NAO CIMENTADO - 320.MH.40 - MR-11 MODULAR,Masculino,1,817.04,817.04
71589643,COMPONENTE ACETABULAR NAO CIMENTADO - 320.MH.40 - MR-11 MODULAR,Feminino,2,3772.2,1886.1
71589643,COMPONENTE ACETABULAR NAO CIMENTADO - 320.MH.40 - MR-11 MODULAR,N. I.,0,0,0
71589651,COMPONENTE ACETABULAR NAO CIMENTADO - 320.MH.42 - MR-11 MODULAR,Masculino,1,1027.28,1027.28
71589651,COMPONENTE ACETABULAR NAO CIMENTADO - 320.MH.42 - MR-11 MODULAR,Feminino,0,0,0
71589651,COMPONENTE ACETABULAR NAO CIMENTADO - 320.MH.42 - MR-11 MODULAR,N. I.,0,0,0
71590285,COMPONENTE ACETABULAR NAO CIMENTADO - 347.50 - CENTURY MODULAR,Masculino,0,0,0
71590285,COMPONENTE ACETABULAR NAO CIMENTADO - 347.50 - CENTURY MODULAR,Feminino,1,820.04,820.04
71590285,COMPONENTE ACETABULAR NAO CIMENTADO - 347.50 - CENTURY MODULAR,N. I.,0,0,0
71590331,COMPONENTE ACETABULAR NAO CIMENTADO - 347.60 - CENTURY MODULAR,Masculino,1,2661.45,2661.45
71590331,COMPONENTE ACETABULAR NAO CIMENTADO - 347.60 - CENTURY MODULAR,Feminino,0,0,0
71590331,COMPONENTE ACETABULAR NAO CIMENTADO - 347.60 - CENTURY MODULAR,N. I.,0,0,0
71590340,COMPONENTE ACETABULAR NAO CIMENTADO - 347.62 - CENTURY MODULAR,Masculino,0,0,0
71590340,COMPONENTE ACETABULAR NAO CIMENTADO - 347.62 - CENTURY MODULAR,Feminino,2,6185.41,3092.7
71590340,COMPONENTE ACETABULAR NAO CIMENTADO - 347.62 - CENTURY MODULAR,N. I.,0,0,0
71590633,COMPONENTE ACETABULAR NAO CIMENTADO - 321.60 - MR-11 ll MODULAR,Masculino,1,644.02,644.02
71590633,COMPONENTE ACETABULAR NAO CIMENTADO - 321.60 - MR-11 ll MODULAR,Feminino,0,0,0
71590633,COMPONENTE ACETABULAR NAO CIMENTADO - 321.60 - MR-11 ll MODULAR,N. I.,0,0,0
71590641,COMPONENTE ACETABULAR NAO CIMENTADO - 321.62 - MR-11 ll MODULAR,Masculino,1,644.02,644.02
71590641,COMPONENTE ACETABULAR NAO CIMENTADO - 321.62 - MR-11 ll MODULAR,Feminino,0,0,0
71590641,COMPONENTE ACETABULAR NAO CIMENTADO - 321.62 - MR-11 ll MODULAR,N. I.,0,0,0
71590692,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.40 - CENTURY II MODULAR,Masculino,0,0,0
71590692,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.40 - CENTURY II MODULAR,Feminino,1,899.16,899.16
71590692,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.40 - CENTURY II MODULAR,N. I.,0,0,0
71590722,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.46 - CENTURY II MODULAR,Masculino,0,0,0
71590722,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.46 - CENTURY II MODULAR,Feminino,2,1776.36,888.18
71590722,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.46 - CENTURY II MODULAR,N. I.,0,0,0
71590730,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.48 - CENTURY II MODULAR,Masculino,1,1027.28,1027.28
71590730,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.48 - CENTURY II MODULAR,Feminino,0,0,0
71590730,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.48 - CENTURY II MODULAR,N. I.,0,0,0
71590757,COMPONENTE ACETABULAR NAO CIMENTADO - 347.A.52 - CENTURY II MODULAR,Masculino,3,2698.21,899.4
